Source File	English Term	Bulgarian Term	Justification
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Middle Cerebral Artery	Средна мозъчна артерия	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Telemetry	Телеметрия	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Echocardiography	Ехокардиография	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	MRA	Магнитно-резонансна ангиография	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	CTA	Компютърна томографска ангиография	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	NIHSS	NIHSS	Commonly used abbreviation in Bulgarian medical practice.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	PT/PTT	PT/PTT	Commonly used abbreviation in Bulgarian medical practice.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Tissue plasminogen activator (tPA)	Тъканен плазминогенен активатор (tPA)	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Atorvastatin	Аторвастатин	Commonly used and understood term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Lisinopril	Лизиноприл	Commonly used and understood term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Metformin	Метформин	Commonly used and understood term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Insulin regimen	Инсулинов режим	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Physical Therapy	Физиотерапия	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Occupational Therapy	Трудотерапия	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Speech-language pathology	Логопедична терапия	Standard Bulgarian medical term.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Patient instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Admission Summary	Приемно състояние	Standard Bulgarian medical term for patient status on admission
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Patient Education	Пациентско образование	Standard Bulgarian medical term for patient education
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Patient Details	Данни за пациента	Standard Bulgarian medical term for patient details
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status
neurology_ischemic stroke_48_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Myocardial Infarction	Миокарден инфаркт	Standard Bulgarian medical term for heart attack.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Hypertension	Хипертония	Commonly used and understood term for high blood pressure.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Type 2 Diabetes Mellitus	Захарен диабет тип 2	Standard Bulgarian medical term for the condition.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Transient Ischemic Attack (TIA)	Преходна исхемична атака (ПИА)	Standard Bulgarian abbreviation ПИА is commonly used.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	National Institutes of Health Stroke Scale (NIHSS)	Национална скала за оценка на инсулт на Институтите по здравеопазване (NIHSS)	Standard Bulgarian expansion of the abbreviation.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Recombinant tissue plasminogen activator (tPA)	Рекомбинантен тъканен плазминогенен активатор (rt-PA)	Standard Bulgarian medical term; rt-PA is the most common abbreviation used in practice.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Ischemia	Исхемия	Standard Bulgarian medical term.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Middle Cerebral Artery (MCA)	Средна мозъчна артерия (СМА)	Standard Bulgarian abbreviation СМА is commonly used.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Internal Carotid Artery	Вътрешна сънна артерия	Standard Bulgarian medical term.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Stroke Unit	Отделение за лечение на инсулти	Common Bulgarian term for specialized unit.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Echocardiogram	Ехокардиография	Standard Bulgarian medical term.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Carotid duplex ultrasonography	Дуплекс сонография на каротидните артерии	Standard Bulgarian medical term.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Rehabilitation	Рехабилитация	Standard Bulgarian medical term.
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
neurology_ischemic stroke_49_BGgpt_terms_EN_BG.txt	Acute Ischemic Stroke	Остър исхемичен инсулт	Standard Bulgarian medical term.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	History of Present Illness	Анамнеза за настоящото заболяване	Standard Bulgarian medical term for patient's current medical history.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Neurological Examination	Неврологичен статус	Standard Bulgarian medical term for neurological assessment.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Diagnostic Evaluation	Диагностично уточняване	Standard Bulgarian medical term for diagnostic procedures.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	CT Brain	Компютърна томография (КТ) на мозък	Standard Bulgarian medical term for CT scan of the brain.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	MRI Brain	Ядрено-магнитен резонанс (ЯМР) на мозък	Standard Bulgarian medical term for MRI scan of the brain.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Carotid Duplex Ultrasound	Доплерова сонография на каротидни артерии	Standard Bulgarian medical term for carotid artery ultrasound.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Echocardiography	Ехокардиография	Standard Bulgarian medical term for heart ultrasound.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Blood Tests	Кръвни изследвания	Standard Bulgarian medical term for blood tests.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Complete Blood Count (CBC)	Пълна кръвна картина (ПКК)	Standard Bulgarian medical term for CBC.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Metabolic Panel	Биохимично изследване	Standard Bulgarian medical term for metabolic panel.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Prothrombin Time / Partial Thromboplastin Time	Протромбиново време / Активирано парциално тромбопластиново време	Standard Bulgarian medical terms for PT/PTT.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Low-Density Lipoprotein (LDL) Cholesterol	Липопротеини с ниска плътност (LDL) холестерол	Standard Bulgarian medical term for LDL cholesterol.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Intravenous tPA (Alteplase)	Интравенозен тПА (Алтеплаза)	Standard Bulgarian medical term for IV tPA.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Aspirin	Ацетилсалицилова киселина (АСК)	Standard Bulgarian medical term for aspirin.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Lipid-lowering Therapy	Липидопонижаваща терапия	Standard Bulgarian medical term for lipid-lowering therapy.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Antihypertensive Therapy	Антихипертензивна терапия	Standard Bulgarian medical term for antihypertensive therapy.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Physical and Speech Therapy	Физиотерапия и логопедична терапия	Standard Bulgarian medical terms for physical and speech therapy.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Hospital Course	Ход на лечението в болница	Standard Bulgarian medical term for patient's hospital stay.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Pneumonia	Пневмония	Standard Bulgarian medical term for pneumonia.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	National Institutes of Health Stroke Scale (NIHSS)	Национална скала за оценка на инсулт (NIHSS)	Standard Bulgarian medical term for NIHSS scale.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Ischemic Stroke	Исхемичен инсулт	Standard Bulgarian medical term for ischemic stroke.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Secondary Prevention	Вторична профилактика	Standard Bulgarian medical term for secondary prevention.
neurology_ischemic stroke_4_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / Статус	Standard Bulgarian medical term for patient status.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Diagnostic Imaging	Образна диагностика	Standard Bulgarian medical term for imaging tests.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	CT Brain Scan	Компютърна томография на мозък	Standard Bulgarian medical term for CT scan of the brain.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	MRI Brain	Магнитно-резонансна томография на мозък	Standard Bulgarian medical term for MRI scan of the brain.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Cardiac Evaluation	Кардиологична оценка	Standard Bulgarian medical term for cardiac assessment.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Vascular Imaging	Съдова образна диагностика	Standard Bulgarian medical term for vascular imaging tests.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Long-term Management and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Stroke	Инсулт	Standard Bulgarian medical term for stroke.
neurology_ischemic stroke_5_BGgpt_terms_EN_BG.txt	Ischemic Stroke	Исхемичен инсулт	Standard Bulgarian medical term for ischemic stroke.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Myocardial Infarction	Миокарден инфаркт	Standard Bulgarian medical term for heart attack.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Hypertension	Хипертония	Commonly used and understood term for high blood pressure.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	National Institutes of Health Stroke Scale	Национална скала за оценка на инсулт по NIH	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Computed Tomography Scan	Компютърна томография (КТ)	Standard Bulgarian medical term for CT scan.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Magnetic Resonance Imaging	Магнитно-резонансна томография (ЯМР)	Standard Bulgarian medical term for MRI.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Ischemia	Исхемия	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Middle Cerebral Artery	Средна мозъчна артерия (СМА)	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Electrocardiogram	Електрокардиограма (ЕКГ)	Standard Bulgarian medical term for ECG.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Telemetry	Телеметрия	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Troponin	Тропонин	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Echocardiogram	Ехокардиография	Standard Bulgarian medical term for echocardiogram.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Left Ventricular Function	Лява вентрикуларна функция	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Emboli	Емболи	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Computed Tomography Angiography	Компютърна томографска ангиография (КТА)	Standard Bulgarian medical term for CTA.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Duplex Ultrasonography	Дуплекс ултрасонография	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Stenosis	Стеноза	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Internal Carotid Artery	Вътрешна сънна артерия	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Complete Blood Count	Пълна кръвна картина (ПКК)	Standard Bulgarian medical term for CBC.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Metabolic Panel	Метаболитен панел	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Prothrombin Time/Partial Thromboplastin Time	Протромбиново време / Активирано парциално тромбопластиново време (ПВ / аПВВ)	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Hemoglobin A1C	Гликиран хемоглобин (HbA1c)	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Lipid Profile	Липиден профил	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Intravenous	Интравенозно (IV)	Standard Bulgarian medical abbreviation.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Antihypertensives	Антихипертензивни средства	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Recombinant Tissue Plasminogen Activator	Рекомбинантен тъканен плазминогенен активатор (rt-PA)	Standard Bulgarian medical term for tPA.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Thrombectomy	Тромбектомия	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Antiplatelet Therapy	Антиагрегантна терапия	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Aspirin	Ацетилсалицилова киселина (АСК)	Standard Bulgarian medical term for aspirin.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Clopidogrel	Клопидогрел	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Statin Therapy	Статинова терапия	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Rehabilitation Services	Рехабилитационни услуги	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Follow-Up	Проследяване	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Cardiology	Кардиология	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Stroke Recurrence	Рецидив на инсулт	Standard Bulgarian medical term.
neurology_ischemic stroke_6_BGgpt_terms_EN_BG.txt	Lifestyle Modifications	Промени в начина на живот	Standard Bulgarian medical term.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / Статус	Standard Bulgarian medical term for patient status.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Medical History	Анамнеза	Standard Bulgarian medical term for patient history.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Diagnostic Workup	Диагностично уточняване	Standard Bulgarian medical term for diagnostic procedure.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	NIHSS	NIHSS (Национална скала за оценка на инсулт по NIH)	NIHSS is commonly abbreviated in Bulgarian practice.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Hypertension	Артериална хипертония	Standard Bulgarian medical term for high blood pressure.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Type 2 Diabetes Mellitus	Захарен диабет тип 2	Standard Bulgarian medical term for type 2 diabetes.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Transient Ischemic Attack (TIA)	Транзиторна исхемична атака (ТИА)	Standard abbreviation in Bulgarian practice.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Cardiac Evaluation	Кардиологично изследване	Standard Bulgarian medical term for cardiac examination.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Electrocardiogram (ECG)	Електрокардиограма (ЕКГ)	Standard abbreviation in Bulgarian practice.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Telemetry	Телеметрия	Standard Bulgarian term for continuous ECG monitoring.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Echocardiography	Ехокардиография	Standard Bulgarian medical term for ultrasound of the heart.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Vascular Imaging	Съдова образна диагностика	Standard Bulgarian medical term for vascular imaging.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	CTA	КТ ангиография	Standard abbreviation in Bulgarian practice.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Blood Tests	Лабораторни изследвания	Standard Bulgarian medical term for blood tests.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	CBC	Пълна кръвна картина (ПКК)	Standard abbreviation in Bulgarian practice.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	PT/PTT	Протромбиново време / ПТТ	Standard Bulgarian medical term for coagulation tests.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	HbA1C	Гликиран хемоглобин (HbA1c)	Standard Bulgarian medical term for glycated hemoglobin.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Treatment	Лечение	Standard Bulgarian medical term for treatment.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Acute Phase	Остър стадий	Standard Bulgarian term for acute phase.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Intravenous recombinant tissue plasminogen activator (tPA)	Венозен рекомбинантен тъканен плазминогенен активатор (rtPA)	Standard Bulgarian medical term.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Mechanical Thrombectomy	Механична тромбектомия	Standard Bulgarian medical term for mechanical thrombectomy.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Antiplatelet Therapy	Антитромбоцитна терапия	Standard Bulgarian medical term for antiplatelet therapy.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Risk Factor Management	Контрол на рисковите фактори	Standard Bulgarian medical term for risk factor management.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	LDL	LDL холестерол	Standard Bulgarian medical term for low-density lipoprotein cholesterol.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Hospital Course	Ход на лечението в болница	Standard Bulgarian medical term for hospital course.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Physical and Occupational Therapy	Физиотерапия и рехабилитация	Standard Bulgarian medical term for physical and occupational therapy.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Speech Therapy	Логопедична терапия	Standard Bulgarian medical term for speech therapy.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Dysarthria	Дизартрия	Standard Bulgarian medical term for dysarthria.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Discharge Medications	Лекарства при изписване	Standard Bulgarian medical term for discharge medications.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Echocardiogram	Ехокардиография	Standard Bulgarian medical term for echocardiogram.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Carotid Duplex	Дуплекс на каротидните артерии	Standard Bulgarian medical term for carotid duplex.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Follow-Up	Проследяване	Standard Bulgarian medical term for follow-up.
neurology_ischemic stroke_7_BGgpt_terms_EN_BG.txt	Recommendations	Препоръки и заключение	Standard Bulgarian medical term for recommendations.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	National Institutes of Health Stroke Scale	Национална скала за оценка на инсулт (NIHSS)	Standard Bulgarian translation and abbreviation for the scale.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Thrombolytic therapy	Тромболитична терапия	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Cardioembolic	Кардиоемболичен	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Computed Tomography (CT)	Компютърна томография (КТ)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Diffusion-weighted MRI	Дифузионно-претеглена ЯМР (ядрено-магнитен резонанс)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Electrocardiogram (ECG)	Електрокардиограма (ЕКГ)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Telemetry	Телеметрия	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Troponin	Тропонин	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Echocardiography	Ехокардиография	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Computed Tomography Angiography (CTA)	Компютърна томография ангиография (КТА)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Internal carotid artery	Вътрешна сънна артерия	Standard Bulgarian anatomical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Complete Blood Count (CBC)	Пълна кръвна картина (ПКК)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Prothrombin Time (PT)	Протромбиново време (ПВ)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Partial Thromboplastin Time (PTT)	Активирано парциално тромбопластиново време (аПТВ)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Hemoglobin A1C	Гликиран хемоглобин	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Low-Density Lipoprotein (LDL)	Липопротеин с ниска плътност (ЛПНП)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Intravenous (IV)	Интравенозен (IV)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Recombinant tissue plasminogen activator (tPA)	Рекомбинантен тъканен плазминогенен активатор (rtPA)	Standard Bulgarian abbreviation and translation.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Systolic / Diastolic Blood Pressure	Систолно / Диастолно кръвно налягане	Standard Bulgarian medical terms.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Dual antiplatelet therapy	Двойна антитромбоцитна терапия	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Carotid stenosis	Стеноза на сънната артерия	Standard Bulgarian medical term.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
neurology_ischemic stroke_8_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient's primary reason for seeking medical care.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	History of Present Illness	Анамнеза за настоящото заболяване	Standard Bulgarian medical term for detailed account of the current illness.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Past Medical History	Минали заболявания / Анамнеза за минали заболявания	Standard Bulgarian medical term for patient's medical history.
